county_name,lat,lng,state,lng_rank,lat_rank,nyc,min_lng_rank,min_lat_rank,max_lng_rank,max_lat_rank,num_squares,county,ttl,pre_mult,mult,sqrt_mult,mid_lng_rank,mid_lat_rank,scaled_lng_rank,scaled_lat_rank,test_lat_rank,test_lng_rank,new_scaled_lat_rank,new_scaled_lng_rank,square_id,min_new_scaled_lat_rank,min_new_scaled_lng_rank,max_new_scaled_lat_rank,max_new_scaled_lng_rank,dummy,prop_scaled_lat_rank,prop_scaled_lng_rank,min_prop_scaled_lat_rank,min_prop_scaled_lng_rank,max_prop_scaled_lat_rank,max_prop_scaled_lng_rank
Ulster,41.9288607595,-73.9672151899,NY,59.0,26.0,False,52.0,21.0,59.0,29.0,56,Ulster,16474,294.17857142857144,110.79452690166977,10.52589791427172,55.5,25.0,95.84064269995102,36.525897914271724,7751.811927275078,17590.650142662682,12075.292577664777,13397.83986715761,285,7746.548978317943,17585.387193705545,7757.074876232214,17595.91309161982,1,12802.093113200302,12606.814897472037,12796.830164243167,12601.551948514902,12807.356062157438,12612.077846429172
Washington,43.0375949367,-73.3565822785,NY,65.0,45.0,False,63.0,44.0,66.0,57.0,41,Washington,2014,49.121951219512205,18.500475134621478,4.301217866444511,64.5,50.5,67.15060893322226,21.34330173455519,13416.597566437636,19379.529818187693,12618.22332404954,12255.527896102096,286,13414.446957504415,19377.37920925447,13418.748175370858,19381.680427120915,1,12249.236053660248,13694.826855723124,12247.085444727027,13692.676246789903,12251.38666259347,13696.977464656346
Monroe,43.2710126582,-77.834556962,NY,21.0,49.0,False,20.0,44.0,25.0,50.0,31,Monroe,45446,1466.0,552.1298701298701,23.4974439063033,22.5,47.0,-14.246165859454946,95.9948878126066,14609.184016787649,6261.078864337564,12436.990486208728,12820.692182895287,287,14597.435294834497,6249.330142384412,14620.932738740801,6272.827586290715,1,12425.643936831759,13185.045218050373,12413.895214878607,13173.29649609722,12437.392658784911,13196.793940003525
Putnam,41.462025316500004,-73.6618987342,NY,62.0,18.0,False,60.0,16.0,63.0,19.0,11,Putnam,5719,519.9090909090909,195.80991735537185,13.993209687393804,61.5,17.5,68.9966048436969,24.996604843696904,5366.639026575053,18485.089980425182,12035.603923961355,13201.07861614243,288,5359.642421731356,18478.093375581484,5373.635631418751,18492.08658526888,1,12035.603923961355,13201.07861614243,12028.607319117658,13194.082011298733,12042.600528805051,13208.075220986126
Westchester,41.0535443038,-73.865443038,NY,60.0,11.0,False,60.0,9.0,63.0,16.0,22,Westchester,85187,3872.136363636364,1458.33707201889,38.18817974215175,61.5,12.5,2.7177303867723595,-46.28226961322764,3279.612738462533,17888.79675525018,12287.513639183271,13468.164755893808,289,3260.518648591457,17869.702665379104,3298.706828333609,17907.890845121256,1,12564.279154422236,12505.293049975411,12545.18506455116,12486.198960104335,12583.373244293312,12524.387139846487
Montgomery,42.8041772152,-74.4760759494,NY,54.0,41.0,False,52.0,41.0,57.0,44.0,21,Montgomery,1522,72.47619047619048,27.29622758194187,5.2245791774976365,54.5,42.5,51.387710411251184,33.163131233753546,12224.011116087622,16099.917079725163,12820.547045067868,12180.178952263697,290,12221.398826498873,16097.304790136413,12226.623405676371,16102.529369313912,1,12055.638310694236,13725.516839635497,12053.026021105487,13722.904550046747,12058.250600282985,13728.129129224246
Wayne,43.2710126582,-76.816835443,NY,31.0,49.0,False,26.0,45.0,32.0,49.0,31,Wayne,2258,72.83870967741936,27.432760787599502,5.237629309869066,29.0,47.0,41.47525861973813,59.47525861973813,14609.184016787649,9242.544990212591,11926.529326946134,12341.297723333764,291,14606.565202132715,9239.926175557657,14611.802831442583,9245.163804867525,1,11926.529326946134,12341.297723333764,11923.9105122912,12338.67890867883,11929.148141601068,12343.916537988698
Greene,42.2789873418,-74.2725316456,NY,56.0,32.0,False,54.0,29.0,60.0,35.0,31,Greene,1999,64.48387096774194,24.28613322161709,4.928096308070399,57.0,32.0,51.0719036919296,32.0,9540.691602800096,16696.210304900167,11962.58294307924,13544.032682761892,292,9538.22755464606,16693.746256746133,9543.155650954131,16698.6743530542,1,12909.768183582562,12430.999617915922,12907.304135428527,12428.535569761887,12912.232231736598,12433.463666069958
Herkimer,42.9792405063,-74.883164557,NY,50.0,44.0,False,47.0,42.0,51.0,62.0,70,Herkimer,1521,21.728571428571424,8.183487940630798,2.8606796291494785,49.0,52.0,52.86067962914947,21.11456296680417,13118.450953850132,14907.330629375148,12439.45745518002,13779.579981877956,293,13117.020614035557,14905.900289560574,13119.881293664706,14908.760969189723,1,12439.45745518002,13779.579981877956,12438.027115365445,13778.149642063381,12440.887794994595,13781.01032169253
Steuben,42.2789873418,-77.63101265819999,NY,23.0,32.0,False,22.0,28.0,29.0,37.0,68,Steuben,2740,40.29411764705883,15.17570664629488,3.8956009351953496,25.5,32.5,13.260997662011626,30.05219953240233,9540.691602800096,6857.37208951257,12694.63070807746,13671.399689860209,294,9538.743802332498,6855.424289044972,9542.639403267694,6859.319889980167,1,12694.63070807746,13671.399689860209,12692.682907609862,13669.45188939261,12696.578508545059,13673.347490327807
Niagara,43.329367088599994,-78.75050632909999,NY,12.0,50.0,False,9.0,45.0,14.0,50.0,25,Niagara,9868,394.72,148.66077922077926,12.192652673671107,11.5,47.5,18.096326336835553,80.48163168417776,14907.330629375148,3577.759351050036,12955.988206781882,11131.878884056687,295,14901.234303038313,3571.6630247132002,14913.426955711984,3583.855677386872,1,12315.197509246642,13172.757944116727,12309.101182909806,13166.661617779891,12321.293835583478,13178.854270453563
Jefferson,43.9129113924,-76.0026582278,NY,39.0,60.0,False,35.0,56.0,44.0,67.0,64,Jefferson,2259,35.296875,13.293628246753244,3.6460428202029176,39.5,61.5,37.17697858989854,54.53093576969562,17888.79675525018,11627.717890912618,11748.070108191456,12441.320378857647,296,17886.973733840077,11625.894869502516,17890.61977666028,11629.54091232272,1,11748.070108191456,12441.320378857647,11746.247086781354,12439.497357447544,11749.893129601558,12443.143400267749
Erie,43.0375949367,-78.6487341772,NY,13.0,45.0,False,9.0,35.0,14.0,46.0,48,Erie,75624,1575.5,593.3701298701299,24.35918984428936,11.5,40.5,49.53878476643404,154.61635429930212,13416.597566437636,3875.905963637539,12745.894932342275,11352.792598772088,297,13404.417971515491,3863.7263687153945,13428.777161359782,3888.0855585596837,1,12327.316331941403,13353.907543918975,12315.136737019258,13341.72794899683,12339.495926863548,13366.08713884112
Sullivan,41.870506329099996,-74.4760759494,NY,54.0,25.0,False,48.0,18.0,54.0,27.0,48,Sullivan,3813,79.4375,29.91801948051948,5.469736692064754,51.0,22.5,70.40921007619427,38.67434173016189,7453.665314687574,16099.917079725163,12298.057830105818,13214.077285173846,298,7450.930446341542,16097.18221137913,7456.4001830336065,16102.651948071196,1,12566.000137206096,12792.818609715629,12563.265268860063,12790.083741369595,12568.73500555213,12795.553478061662
Herkimer,43.504430379700004,-75.0867088608,NY,48.0,53.0,False,47.0,42.0,51.0,62.0,70,Herkimer,1521,21.728571428571424,8.183487940630798,2.8606796291494785,49.0,52.0,45.13932037085053,55.86067962914947,15801.77046713766,14311.037404200144,12610.094938971632,13225.203306543039,299,15800.340127323085,14309.60706438557,15803.200806952234,14312.467744014719,1,12610.094938971632,13225.203306543039,12608.664599157057,13223.772966728464,12611.525278786206,13226.633646357614
Clinton,44.9049367089,-73.6618987342,NY,62.0,77.0,False,59.0,69.0,64.0,78.0,49,Clinton,2423,49.44897959183673,18.62364166445799,4.315511750008102,61.5,73.5,64.15775587500406,92.10429112502837,22957.28916923773,18485.089980425182,13042.026983102893,13276.047144498092,300,22955.131413362727,18482.93222455018,22959.446925112734,18487.247736300185,1,13042.026983102893,13276.047144498092,13039.86922722789,13273.889388623089,13044.184738977896,13278.204900373095
Rensselaer,42.7458227848,-73.5601265823,NY,63.0,40.0,False,61.0,36.0,65.0,43.0,32,Rensselaer,7983,249.46875,93.95576298701296,9.693078096611671,63.0,39.5,63.0,44.84653904830584,11925.86450350012,18783.23659301269,12262.791847826556,13749.778256103747,301,11921.017964451814,18778.390053964384,11930.711042548424,18788.083132060998,1,12262.791847826556,13749.778256103747,12257.945308778251,13744.931717055442,12267.638386874862,13754.624795152053
Franklin,44.9049367089,-74.1707594937,NY,57.0,77.0,False,52.0,64.0,59.0,78.0,83,Franklin,1842,22.192771084337355,8.358316382412767,2.8910752986411072,55.5,71.0,61.336612947961655,94.34645179184663,22957.28916923773,16994.356917487672,11855.971687067817,12682.898394689097,302,22955.84363158841,16992.91137983835,22958.73470688705,16995.802455136993,1,11855.971687067817,12682.898394689097,11854.526149418496,12681.452857039776,11857.417224717137,12684.343932338417
Tompkins,42.3956962025,-76.4097468354,NY,35.0,34.0,False,33.0,33.0,36.0,37.0,19,Tompkins,10634,559.6842105263158,210.79015721120984,14.518614162901699,34.5,35.0,42.25930708145086,19.4813858370983,10136.984827975102,10435.131440562604,13333.950782190745,13734.792021274814,303,10129.725520893651,10427.872133481153,10144.244135056553,10442.390747644054,1,11768.960419885345,12459.03491025297,11761.701112803894,12451.77560317152,11776.219726966796,12466.294217334422
Lewis,43.6211392405,-75.3920253165,NY,45.0,55.0,False,41.0,52.0,47.0,64.0,64,Lewis,491,7.671875,2.8894074675324672,1.6998257168111286,44.0,58.0,46.699825716811134,49.90052284956661,16398.063692312666,13416.597566437636,11823.693048642628,12462.637760263016,304,16397.21377945426,13415.74765357923,16398.91360517107,13417.447479296043,1,11823.693048642628,12462.637760263016,11822.843135784222,12461.78784740461,11824.542961501034,12463.487673121423
Suffolk,40.936835443,-72.2370886076,NY,76.0,9.0,False,64.0,4.0,79.0,15.0,48,Suffolk,65213,1358.6041666666667,511.6820887445887,22.620390994511762,71.5,9.5,177.79175947530294,-2.31019549725588,2683.3195132875267,22659.14255665023,12065.244486822225,13404.84908248824,305,2672.009317790271,22647.832361152974,2694.6297087847825,22670.452752147485,1,12813.118422139481,12599.617462052287,12801.808226642226,12588.307266555032,12824.428617636737,12610.927657549542
Essex,44.4381012658,-73.7636708861,NY,61.0,69.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,62.279045656811284,81.79045656811276,20572.116268537706,18186.943367837684,12874.990925665368,13327.265100884746,306,20570.837222880895,18185.664322180874,20573.395314194517,18188.222413494495,1,12874.990925665368,13327.265100884746,12873.711880008557,13325.986055227935,12876.26997132218,13328.544146541557
Essex,43.9129113924,-73.865443038,NY,60.0,60.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,58.720954343188716,49.767634745509774,17888.79675525018,17888.79675525018,11826.414141926585,13058.728269313931,307,17887.51770959337,17887.51770959337,17890.07580090699,17890.07580090699,1,11826.414141926585,13058.728269313931,11825.135096269774,13057.44922365712,11827.693187583396,13060.007314970742
Cortland,42.570759493699995,-76.1044303797,NY,38.0,37.0,False,37.0,35.0,40.0,40.0,24,Cortland,1846,76.91666666666667,28.968614718614717,5.382249968053761,38.5,37.5,35.308875015973115,34.30887501597312,11031.424665737612,11329.571278325117,12280.34924808902,12349.67640086939,308,11028.733540753585,11326.88015334109,11034.115790721638,11332.262403309143,1,12280.34924808902,12349.67640086939,12277.658123104993,12346.985275885363,12283.040373073047,12352.367525853417
Essex,43.796202531599995,-73.5601265823,NY,63.0,58.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,69.39522828405639,42.65145211826467,17292.50353007517,18783.23659301269,13159.496396853821,13371.580671570062,309,17291.22448441836,18781.95754735588,17293.78257573198,18784.5156386695,1,13159.496396853821,13371.580671570062,13158.21735119701,13370.301625913251,13160.775442510632,13372.859717226873
Wayne,43.0959493671,-76.9186075949,NY,30.0,46.0,False,26.0,45.0,32.0,49.0,31,Wayne,2258,72.83870967741936,27.432760787599502,5.237629309869066,29.0,47.0,35.237629309869064,40.762370690130936,13714.74417902514,8944.39837762509,12029.463018279996,12255.379191413254,310,13712.125364370206,8941.779562970156,13717.362993680073,8947.017192280024,1,12029.463018279996,12255.379191413254,12026.844203625062,12252.76037675832,12032.08183293493,12257.998006068188
Dutchess,41.520379746799996,-73.865443038,NY,60.0,19.0,False,59.0,18.0,63.0,28.0,37,Dutchess,18951,512.1891891891893,192.90242190242188,13.88893163286586,61.0,23.0,46.111068367134145,-36.555726531463435,5664.785639162557,17888.79675525018,11740.858369970652,13870.072131820143,311,5657.841173346124,17881.852289433748,5671.73010497899,17895.74122106661,1,12867.32074236802,12376.074970739242,12860.376276551588,12369.13050492281,12874.265208184452,12383.019436555674
Putnam,41.462025316500004,-73.7636708861,NY,61.0,18.0,False,60.0,16.0,63.0,19.0,11,Putnam,5719,519.9090909090909,195.80991735537185,13.993209687393804,61.5,17.5,54.0033951563031,24.996604843696904,5366.639026575053,18186.943367837684,12987.152737419403,12741.69139958492,312,5359.642421731356,18179.946762993986,5373.635631418751,18193.939972681383,1,11873.275365977936,13267.409691383684,11866.27876113424,13260.413086539987,11880.271970821632,13274.40629622738
Steuben,42.5124050633,-77.3256962025,NY,26.0,36.0,False,22.0,28.0,29.0,37.0,68,Steuben,2740,40.29411764705883,15.17570664629488,3.8956009351953496,25.5,32.5,27.947800467597677,49.63460327318372,10733.278053150107,7751.811927275078,12324.802721345006,11265.53187576934,313,10731.330252682508,7749.864126807481,10735.225853617705,7753.759727742676,1,12500.6004630795,13337.030943402708,12498.652662611901,13335.08314293511,12502.548263547098,13338.978743870306
Yates,42.5124050633,-76.9186075949,NY,30.0,36.0,False,26.0,36.0,30.0,40.0,17,Yates,815,47.941176470588225,18.055767761650113,4.24920789814409,28.0,38.0,38.49841579628818,27.501584203711825,10733.278053150107,8944.39837762509,11841.944157519893,13081.759558051292,314,10731.153449201034,8942.273773676017,10735.40265709918,8946.522981574162,1,11841.944157519893,13081.759558051292,11839.81955357082,13079.63495410222,11844.068761468965,13083.884162000364
Greene,42.2789873418,-73.865443038,NY,60.0,32.0,False,54.0,29.0,60.0,35.0,31,Greene,1999,64.48387096774194,24.28613322161709,4.928096308070399,57.0,32.0,74.78428892421121,32.0,9540.691602800096,17888.79675525018,12713.106830091496,12412.775019792562,315,9538.22755464606,17886.332707096146,9543.155650954131,17891.260803404213,1,12713.106830091496,12412.775019792562,12710.64278193746,12410.310971638526,12715.570878245531,12415.239067946597
Jefferson,43.9712658228,-76.0026582278,NY,39.0,61.0,False,35.0,56.0,44.0,67.0,64,Jefferson,2259,35.296875,13.293628246753244,3.6460428202029176,39.5,61.5,37.17697858989854,59.17697858989854,18186.943367837684,11627.717890912618,11704.97050701173,12475.252464660156,316,18185.120346427582,11625.894869502516,18188.766389247787,11629.54091232272,1,11704.97050701173,12475.252464660156,11703.147485601628,12473.429443250054,11706.793528421833,12477.075486070258
Westchester,41.1702531646,-73.7636708861,NY,61.0,13.0,False,60.0,9.0,63.0,16.0,22,Westchester,85187,3872.136363636364,1458.33707201889,38.18817974215175,61.5,12.5,41.90591012892412,32.09408987107588,3875.905963637539,18186.943367837684,10780.198650740525,14330.694503244507,317,3856.811873766463,18167.84927796661,3895.000053508615,18206.03745770876,1,12452.194343763596,12982.969475685419,12433.10025389252,12963.875385814343,12471.288433634672,13002.063565556495
Niagara,43.0959493671,-78.6487341772,NY,13.0,46.0,False,9.0,45.0,14.0,50.0,25,Niagara,9868,394.72,148.66077922077926,12.192652673671107,11.5,47.5,31.28897901050666,27.711020989493328,13714.74417902514,3875.905963637539,12775.04332177216,11344.942856724252,318,13708.647852688304,3869.8096373007033,13720.840505361975,3882.002289974375,1,12316.281891178382,13343.778851011006,12310.185564841546,13337.68252467417,12322.378217515217,13349.875177347842
Onondaga,43.1543037975,-76.0026582278,NY,39.0,47.0,False,35.0,41.0,40.0,48.0,37,Onondaga,24304,656.8648648648649,247.39066339066338,15.72865739313637,37.5,44.5,62.59298608970454,86.32164348284094,14012.89079161264,11627.717890912618,13145.662936546349,12319.437044416682,319,14005.026462916072,11619.853562216049,14020.75512030921,11635.582219609187,1,11790.018600771566,13556.283379417135,11782.154272074997,13548.419050720566,11797.882929468135,13564.147708113704
Allegany,42.162278481,-77.834556962,NY,21.0,30.0,False,17.0,28.0,22.0,36.0,46,Allegany,1272,27.65217391304348,10.414455110107284,3.2271434907836496,19.5,32.0,25.84071523617548,23.5457130184327,8944.39837762509,6261.078864337564,12097.159738453201,12683.784422293249,320,8942.784805879697,6259.465292592172,8946.011949370482,6262.692436082955,1,12097.159738453201,12683.784422293249,12095.546166707809,12682.170850547856,12098.773310198594,12685.397994038642
Herkimer,43.9129113924,-74.883164557,NY,50.0,60.0,False,47.0,42.0,51.0,62.0,70,Herkimer,1521,21.728571428571424,8.183487940630798,2.8606796291494785,49.0,52.0,52.86067962914947,82.88543703319583,17888.79675525018,14907.330629375148,11791.201641785176,12740.945114905267,321,17887.366415435605,14905.900289560574,17890.227095064754,14908.760969189723,1,11791.201641785176,12740.945114905267,11789.7713019706,12739.514775090693,11792.63198159975,12742.375454719842
Ontario,42.8041772152,-77.42746835439999,NY,25.0,41.0,False,24.0,38.0,29.0,45.0,29,Ontario,4870,167.9310344827586,63.24675324675325,7.952782736046123,26.5,41.5,13.070825895930815,37.02360863197694,12224.011116087622,7453.665314687574,12596.501482348685,11212.867260838571,322,12220.034724719599,7449.688923319552,12227.987507455646,7457.641706055597,1,12414.212370868154,13289.51657885313,12410.23597950013,13285.540187485107,12418.188762236177,13293.492970221154
Hamilton,43.854556962,-74.4760759494,NY,54.0,59.0,False,51.0,49.0,58.0,63.0,87,Hamilton,231,2.655172413793104,1.0,1.0,54.5,56.0,53.5,62.0,17590.650142662682,16099.917079725163,13143.012899373532,12976.13014387638,323,17590.150142662682,16099.417079725163,17591.150142662682,16100.417079725163,1,13143.012899373532,12976.13014387638,13142.512899373532,12975.63014387638,13143.512899373532,12976.63014387638
Cortland,42.5124050633,-76.2062025316,NY,37.0,36.0,False,37.0,35.0,40.0,40.0,24,Cortland,1846,76.91666666666667,28.968614718614717,5.382249968053761,38.5,37.5,28.92662504791936,27.92662504791936,10733.278053150107,11031.424665737612,12458.89413886088,13646.167945227025,324,10730.58692816608,11028.733540753585,10735.969178134133,11034.115790721638,1,12458.89413886088,13646.167945227025,12456.203013876853,13643.476820242999,12461.585263844907,13648.859070211052
Essex,44.1463291139,-73.865443038,NY,60.0,64.0,False,56.0,58.0,65.0,70.0,88,Essex,1529,17.375,6.5438311688311686,2.5580913136225547,60.5,64.0,58.720954343188716,64.0,19081.383205600192,17888.79675525018,13137.155242864166,13381.087419232212,325,19080.10415994338,17887.51770959337,19082.662251257003,17890.07580090699,1,13137.155242864166,13381.087419232212,13135.876197207355,13379.8083735754,13138.434288520977,13382.366464889023
Herkimer,43.6794936709,-74.883164557,NY,50.0,56.0,False,47.0,42.0,51.0,62.0,70,Herkimer,1521,21.728571428571424,8.183487940630798,2.8606796291494785,49.0,52.0,52.86067962914947,67.44271851659792,16696.210304900167,14907.330629375148,12877.557721861618,13147.837116922916,326,16694.779965085592,14905.900289560574,16697.640644714742,14908.760969189723,1,12877.557721861618,13147.837116922916,12876.127382047043,13146.406777108341,12878.988061676193,13149.26745673749
Westchester,40.9951898734,-73.6618987342,NY,62.0,10.0,False,60.0,9.0,63.0,16.0,22,Westchester,85187,3872.136363636364,1458.33707201889,38.18817974215175,61.5,12.5,81.09408987107588,-85.47044935537942,2981.4661258750307,18485.089980425182,10139.497647254142,14640.781195848185,327,2962.3720360039547,18465.995890554106,3000.5602157461067,18504.184070296258,1,11941.936961187219,13344.559889031923,11922.842871316143,13325.465799160847,11961.031051058295,13363.653978903
Herkimer,43.796202531599995,-75.0867088608,NY,48.0,58.0,False,47.0,42.0,51.0,62.0,70,Herkimer,1521,21.728571428571424,8.183487940630798,2.8606796291494785,49.0,52.0,45.13932037085053,75.16407777489688,17292.50353007517,14311.037404200144,12880.87984408879,13379.394962893759,328,17291.073190260595,14309.60706438557,17293.933869889745,14312.467744014719,1,12880.87984408879,13379.394962893759,12879.449504274215,13377.964623079184,12882.310183903364,13380.825302708334
Niagara,43.2126582278,-79.0558227848,NY,9.0,48.0,False,9.0,45.0,14.0,50.0,25,Niagara,9868,394.72,148.66077922077926,12.192652673671107,11.5,47.5,-21.48163168417777,54.096326336835546,14311.037404200144,2683.3195132875267,12930.362578411537,10713.477970417385,329,14304.941077863308,2677.223186950691,14317.13373053698,2689.4158396243624,1,12425.329264685808,12876.419846098801,12419.232938348972,12870.323519761965,12431.425591022644,12882.516172435637
Nassau,40.7034177215,-73.6618987342,NY,62.0,5.0,False,62.0,3.0,64.0,8.0,14,Nassau,77998,5571.285714285716,2098.2764378478664,45.80694748450137,63.0,5.5,16.193052515498632,-17.903473742250682,1490.7330629375153,18485.089980425182,9186.268506671084,14976.418629926988,330,1467.8295891952646,18462.18650668293,1513.636536679766,18507.993454167434,1,11108.084411718412,13800.774386413059,11085.180937976162,13777.870912670809,11130.987885460661,13823.677860155309
Ulster,42.0455696203,-74.5778481013,NY,53.0,28.0,False,52.0,21.0,59.0,29.0,56,Ulster,16474,294.17857142857144,110.79452690166977,10.52589791427172,55.5,25.0,26.685255214320694,59.577693742815164,8348.105152450084,15801.77046713766,13079.247280419533,12698.083167867886,331,8342.842203492948,15796.507518180524,8353.368101407219,15807.033416094795,1,13079.247280419533,12698.083167867886,13073.984331462398,12692.82021891075,13084.510229376669,12703.346116825021
Lewis,43.9129113924,-75.3920253165,NY,45.0,60.0,False,41.0,52.0,47.0,64.0,64,Lewis,491,7.671875,2.8894074675324672,1.6998257168111286,44.0,58.0,46.699825716811134,63.39965143362225,17888.79675525018,13416.597566437636,12888.71707457678,13536.039174934693,332,17887.946842391775,13415.74765357923,17889.646668108584,13417.447479296043,1,12888.71707457678,13536.039174934693,12887.867161718374,13535.189262076286,12889.566987435186,13536.889087793099
Orange,41.2286075949,-74.1707594937,NY,57.0,14.0,False,52.0,13.0,59.0,20.0,39,Orange,18961,486.1794871794871,183.1065601065601,13.531687260152006,55.5,16.5,77.29753089022802,-19.82921815038001,4174.052576225042,16994.356917487672,12459.123501358343,13106.62896132441,333,4167.2867325949655,16987.591073857595,4180.818419855118,17001.12276111775,1,12399.835237268799,12902.469453859065,12393.069393638723,12895.70361022899,12406.601080898874,12909.23529748914
Washington,43.387721518999996,-73.5601265823,NY,63.0,51.0,False,63.0,44.0,66.0,57.0,41,Washington,2014,49.121951219512205,18.500475134621478,4.301217866444511,64.5,50.5,56.548173200333224,53.15060893322226,15205.477241962652,18783.23659301269,12509.479617883846,13223.308043696312,334,15203.32663302943,18781.08598407947,15207.627850895873,18785.387201945912,1,12509.479617883846,13223.308043696312,12507.329008950624,13221.15743476309,12511.630226817068,13225.458652629533
Onondaga,43.2126582278,-76.4097468354,NY,35.0,48.0,False,35.0,41.0,40.0,48.0,37,Onondaga,24304,656.8648648648649,247.39066339066338,15.72865739313637,37.5,44.5,-4.321643482840926,103.05030087597729,14311.037404200144,10435.131440562604,13042.405240184993,12372.035318728518,335,14303.173075503575,10427.267111866035,14318.901732896713,10442.995769259172,1,11828.203373470667,13567.030087620937,11820.339044774099,13559.165758924368,11836.067702167236,13574.894416317506
St Lawrence,44.3797468354,-74.6796202532,NY,52.0,68.0,False,41.0,63.0,53.0,78.0,138,St Lawrence,3837,27.80434782608696,10.471767363071711,3.2360110264138022,47.0,70.5,68.180055132069,59.90997243396549,20273.969655950204,15503.623854550156,13204.928391073758,13168.246352530918,336,20272.351650436998,15502.00584903695,20275.58766146341,15505.241860063363,1,13204.928391073758,13168.246352530918,13203.310385560551,13166.628347017711,13206.546396586964,13169.864358044124
Washington,43.504430379700004,-73.4583544304,NY,64.0,53.0,False,63.0,44.0,66.0,57.0,41,Washington,2014,49.121951219512205,18.500475134621478,4.301217866444511,64.5,50.5,61.84939106677774,63.75304466611128,15801.77046713766,19081.383205600192,12537.520606761747,13167.566673618545,337,15799.619858204438,19079.23259666697,15803.921076070881,19083.533814533414,1,12537.520606761747,13167.566673618545,12535.369997828526,13165.416064685323,12539.671215694969,13169.717282551766
St Lawrence,44.729873417700006,-74.883164557,NY,50.0,74.0,False,41.0,63.0,53.0,78.0,138,St Lawrence,3837,27.80434782608696,10.471767363071711,3.2360110264138022,47.0,70.5,59.7080330792414,85.32603859244831,22062.849331475223,14907.330629375148,11965.073268568272,12983.27956017499,338,22061.231325962017,14905.712623861942,22064.46733698843,14908.948634888355,1,11965.073268568272,12983.27956017499,11963.455263055066,12981.661554661783,11966.691274081479,12984.897565688196
Cortland,42.4540506329,-76.0026582278,NY,39.0,35.0,False,37.0,35.0,40.0,40.0,24,Cortland,1846,76.91666666666667,28.968614718614717,5.382249968053761,38.5,37.5,41.691124984026885,21.544375079865603,10435.131440562604,11627.717890912618,12991.274631175213,13606.669568020756,339,10432.440315578577,11625.026765928591,10437.82256554663,11630.409015896645,1,12991.274631175213,13606.669568020756,12988.583506191186,13603.978443036729,12993.96575615924,13609.360693004783
Hamilton,43.6211392405,-74.4760759494,NY,54.0,55.0,False,51.0,49.0,58.0,63.0,87,Hamilton,231,2.655172413793104,1.0,1.0,54.5,56.0,53.5,54.0,16398.063692312666,16099.917079725163,13067.053545269895,12750.1750808028,340,16397.563692312666,16099.417079725163,16398.563692312666,16100.417079725163,1,13067.053545269895,12750.1750808028,13066.553545269895,12749.6750808028,13067.553545269895,12750.6750808028
Fulton,43.0375949367,-74.2725316456,NY,56.0,45.0,False,52.0,45.0,57.0,49.0,23,Fulton,1406,61.1304347826087,23.023150762281194,4.7982445500704936,54.5,47.0,63.197366825105746,35.40351089985901,13416.597566437636,16696.210304900167,12136.60820307999,12202.151178480994,341,13414.198444162601,16693.811182625133,13418.996688712672,16698.6094271752,1,12136.60820307999,12202.151178480994,12134.209080804954,12199.752056205958,12139.007325355025,12204.55030075603
Orange,41.462025316500004,-74.6796202532,NY,52.0,18.0,False,52.0,13.0,59.0,20.0,39,Orange,18961,486.1794871794871,183.1065601065601,13.531687260152006,55.5,16.5,4.63909458946798,38.29753089022801,5366.639026575053,15503.623854550156,13197.159408122829,12753.044430010345,342,5359.873182944977,15496.858010920081,5373.40487020513,15510.389698180232,1,11629.680484082088,13243.960700656071,11622.914640452012,13237.194857025996,11636.446327712163,13250.726544286146
Wayne,43.0959493671,-76.816835443,NY,31.0,46.0,False,26.0,45.0,32.0,49.0,31,Wayne,2258,72.83870967741936,27.432760787599502,5.237629309869066,29.0,47.0,41.47525861973813,40.762370690130936,13714.74417902514,9242.544990212591,12018.963962481686,12284.041970990073,343,13712.125364370206,9239.926175557657,13717.362993680073,9245.163804867525,1,12018.963962481686,12284.041970990073,12016.345147826753,12281.423156335139,12021.58277713662,12286.660785645006
Tompkins,42.3373417722,-76.5115189873,NY,34.0,33.0,False,33.0,33.0,36.0,37.0,19,Tompkins,10634,559.6842105263158,210.79015721120984,14.518614162901699,34.5,35.0,26.740692918549147,3.9627716741965986,9838.838215387601,10136.984827975102,11664.095984222617,12888.933904911932,344,9831.57890830615,10129.725520893651,9846.097522469052,10144.244135056553,1,11664.095984222617,12888.933904911932,11656.836677141166,12881.67459783048,11671.355291304068,12896.193211993383
Allegany,42.3956962025,-78.2416455696,NY,17.0,34.0,False,17.0,28.0,22.0,36.0,46,Allegany,1272,27.65217391304348,10.414455110107284,3.2271434907836496,19.5,32.0,8.932141273040875,40.4542869815673,10136.984827975102,5068.492413987551,12507.616895465917,12964.686249519127,345,10135.37125622971,5066.878842242159,10138.598399720495,5070.105985732943,1,12357.08935608818,13050.100245069765,12355.475784342787,13048.486673324373,12358.702927833572,13051.713816815158
